,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,PG9:IC50: by study
739,T251_18,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513196,"NIH-ARP-11595, T251-18, T25118, 251_18, 251-18, T251, T251.18",Yes,251,panel,02_AG.CM.2004.T251_18.EU513196,100.0,> 50: Sok2014;>100: Landais2017_dataset1;>10: vanGils2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Bricault2019_dataset3;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2014;>50: Hraber2014;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
740,T252_7,2,A1G,<12mo,CCR5,CAMEROON,2004.0,EU513190,"252_7, NIH-ARP-11596, 252-7",Yes,252,panel,A1G.CM.2004.T252_7.EU513190,0.206,0.206: Rusert2016
741,T253_11,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513191,"253, 253-11, T253-11, NIH-ARP-11597",Yes,253,panel,02_AG.CM.2004.T253_11.EU513191,0.13356,0.127: Chuang2013;0.127: Doria-Rose2012;0.127: Huang2012a;0.127: Huang2016a_dataset1;0.127: McLellan2011;0.1345: Chuang2019;0.142: Bricault2019;0.142: Bricault2019_dataset2;0.14200: Doria-Rose2016;0.142: Pancera2013
742,T255_34,2,02_AG,<12mo,,CAMEROON,2004.0,EU513184,"T255.34, 255_34, 255, T255, T255-34, 255-34",Yes,255,panel,02_AG.CM.2004.T255_34.EU513184,0.021509,0.015: Chuang2013;0.015: Doria-Rose2012;0.015: Huang2012a;0.015: Huang2016a_dataset1;0.015: McLellan2011;0.0175: Chuang2019;0.02: Bricault2019;0.02: Bricault2019_dataset2;0.02000: Doria-Rose2016;0.02: Pancera2013;0.023: Bricault2019_dataset3;0.023: Hraber2014;0.028: Kong2015_dataset2;0.031: Kong2015_dataset1;0.034: Falkowska2014;0.034: Sok2014;0.040: Landais2017_dataset1
743,T257_31,2 or 3,02A1,<12mo,CCR5,CAMEROON,2004.0,EU513185,"NIH-ARP-11599, T257-31, T257.31, T257, 257-31, 257_31",Yes,257,panel,02A1.CM.2004.T257_31.EU513185,0.02206,0.004: Lee2017;0.019: Bricault2019;0.019: Bricault2019_dataset2;0.01900: Doria-Rose2016;0.019: Pancera2013;0.0195: Chuang2019;0.02: Chuang2013;0.02: Doria-Rose2012;0.02: Huang2012a;0.02: Kong2015_dataset2;0.02: McLellan2011;0.02009: Huang2016a_dataset1;0.030: Landais2017_dataset1;0.032: Kong2015_dataset1;0.034: Falkowska2014;0.034: Sok2014;0.034: vanGils2016;0.037: Bricault2019_dataset3;0.037: Hraber2014
744,T278_50,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2005.0,EU513198,"278-50, 278_50, T278.5, T278-50.SG3, 278, T278-50, NIH-ARP-11605, T278",Yes,278,panel,02_AG.CM.2005.T278_50.EU513198,0.66045,0.049: Lee2017;0.273: Kong2015_dataset2;0.385: Bricault2019;0.385: Bricault2019_dataset2;0.385: Pancera2013;0.393: Bricault2019_dataset3;0.393: Hraber2014;0.649: Chuang2019;0.734: Kong2015_dataset1;0.913: Chuang2013;0.913: Doria-Rose2012;0.913: Huang2012a;0.913: Huang2016a_dataset1;0.913: McLellan2011;1.605: Falkowska2014;1.61: Sok2014;9.4: Landais2017_dataset1
745,T280_5,2,02A1,<12mo,CCR5,CAMEROON,2005.0,EU513183,"280_5, NIH-ARP-11606, 280, 280-5, T280-5",Yes,280,panel,02A1.CM.2005.T280_5.EU513183,0.36297,0.339: Bricault2019;0.339: Bricault2019_dataset2;0.339: Pancera2013;0.359: Chuang2019;0.37899: Huang2016a_dataset1;0.379: Chuang2013;0.379: Doria-Rose2012;0.379: Huang2012a;0.379: McLellan2011
746,TH023_6,1A,01_AE,chronic,CCR5,THAILAND,1992.0,KU562843,"TH023.6, TH023, 92TH023",Yes,TH023,panel,01_AE.TH.1992.TH023_6.KU562843,0.14444,0.104: Chuang2019;0.138: Bricault2019;0.138: Bricault2019_dataset2;0.138: Pancera2013;0.23: Chenine2018
747,TH966_8,,01_AE,chronic,CCR5,THAILAND,1993.0,U08456,"93TH966, 93TH966.8, TH966.8",Yes,966,panel,01_AE.TH.1993.TH966_8.U08456,0.026493,0.015: Bricault2019;0.015: Bricault2019_dataset2;0.01500: Doria-Rose2016;0.015: Pancera2013;0.02: Falkowska2012;0.02: Georgiev2013_dataset2;0.0285: Chuang2019;0.042: Chuang2013;0.042: Doria-Rose2012;0.042: Georgiev2013_dataset1;0.042: Huang2012a;0.042: Huang2016a_dataset1;0.042: McLellan2011
748,TH976_17,2,01_AE,chronic,CCR5,THAILAND,1993.0,U08458,"93TH976.17, 93TH976, TH976.17",Yes,976,panel,01_AE.TH.1993.TH976_17.U08458,100.0,>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2014;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013
749,THRO4156,2,B,acute,CCR5,UNITED STATES,2000.0,AY835448,"THRO4156.18, THR04156.18, NIH-ARP-11037, THR0.18, THRO, SVPB15, THRO4156_18, THRO_18, THRO.18",Yes,THRO4156,panel,B.US.2000.THRO4156.AY835448,12.2465,4.87: Bricault2019;4.87: Bricault2019_dataset2;4.87000: Doria-Rose2016;4.87: Pancera2013;7.91: Pancera2010;9.9: Doria-Rose2014;9.935: Chuang2019;10.2: Kong2015_dataset2;12.39: Walker2009a;13.2: Falkowska2012;13.2: Georgiev2013_dataset2;15: Chuang2013;15: Doria-Rose2012;15: Georgiev2013_dataset1;15: Huang2012a;15: Huang2016a_dataset1;15: McLellan2011;18.7: Kong2015_dataset1;24.475: Bricault2019_dataset3;24.475: Hraber2014;26.379: Walker2011;26.625: Falkowska2014;>66: Miglietta2014
750,THRO_C,,B,<12mo,,UNITED STATES,2000.0,JN944946,,Yes,THRO4156,non-panel,B.US.2000.THRO_C.JN944946,132.0,>66: Miglietta2014
751,TRJO4551_58,3,B,acute,CCR5,UNITED STATES,2001.0,AY835450,"SVPB17, TRJO.58, TRJ04551.58, TRJO_58, TRJO, TRJ0.58, TRJO4551, NIH-ARP-11034, TRJO4551.58",Yes,TRJO4551,panel,B.US.2001.TRJO4551_58.AY835450,0.40532,0.173: Bricault2019;0.173: Bricault2019_dataset2;0.17300: Doria-Rose2016;0.173: Pancera2013;0.2095: Chuang2019;0.21: Doria-Rose2014;0.246: Chuang2013;0.246: Doria-Rose2012;0.246: Georgiev2013_dataset1;0.246: Huang2012a;0.246: Huang2016a_dataset1;0.246: McLellan2011;0.363: Kong2015_dataset1;0.43: Walker2009a;0.44: Landais2017_dataset1;0.44: Landais2017_dataset2;0.444: Kong2015_dataset2;0.503: Bricault2019_dataset3;0.503: Hraber2014;0.51: Crooks2015;0.858: Walker2011;1.125: Falkowska2014;1.125: vanGils2016;1.13: Sok2014;1.85: Falkowska2012;1.85: Georgiev2013_dataset2
752,TRO_11,2,B,acute,CCR5,ITALY,1995.0,AY835445,"TRO11, NIH-ARP-11023, TRO clone 11, TROII, TRO, SVPB12, B4(TRO.11), TRO.11",Yes,TRO,panel,B.IT.1995.TRO_11.AY835445,21.3408,0.1659: Wu2018_dataset1;5.43: Walker2009a;16.865: Walker2011;17.7: Webb2015;19.6: Pancera2010;41.5: Chuang2013;41.5: Chuang2019;41.5: Doria-Rose2012;41.5: Doria-Rose2014;41.5: Georgiev2013_dataset1;41.5: Huang2012a;41.5: Huang2016a_dataset1;41.5: McLellan2011;43.247: Bricault2019_dataset3;43.247: Hraber2014;> 50: Sok2014;>100: Landais2017_dataset1;>100: Landais2017_dataset2;>10: Lee2017;>10: vanGils2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Crooks2015;>50: Doria-Rose2016;>50: Falkowska2012;>50: Falkowska2014;>50: Georgiev2013_dataset2;>50: LaBranche2018;>50: Pancera2013;>50: Rusert2016;>5: Decamp2014
753,TV1_29,,C,chronic,,SOUTH AFRICA,1998.0,EU855132,"TV1.29, TV1.29.SG3, TV001",Yes,TV001,panel,C.ZA.1998.TV1_29.EU855132,0.0066746,0.005: Bricault2019;0.005: Bricault2019_dataset2;0.00500: Doria-Rose2016;0.005: Pancera2013;0.0065: Chuang2019;0.007: Falkowska2012;0.007: Georgiev2013_dataset2;0.008: Chuang2013;0.008: Doria-Rose2012;0.008: Georgiev2013_dataset1;0.008: Huang2012a;0.008: Huang2016a_dataset1;0.008: McLellan2011
754,TZA125_17,,C,chronic,CCR5,TANZANIA,2001.0,JQ362423,"TZA125, TZA125.17",Yes,A125,panel,C.TZ.2001.TZA125_17.JQ362423,0.1693,0.111: Pancera2010;0.115: Falkowska2012;0.115: Georgiev2013_dataset2;0.14: Bricault2019;0.14: Bricault2019_dataset2;0.14000: Doria-Rose2016;0.14: Pancera2013;0.1855: Chuang2019;0.231: Chuang2013;0.231: Doria-Rose2012;0.231: Georgiev2013_dataset1;0.231: Huang2012a;0.231: Huang2016a_dataset1;0.231: McLellan2011
755,TZBD_02,,C,chronic,CCR5,TANZANIA,2001.0,JQ362424,"TZBD, TZBD.02",Yes,BD911,panel,C.TZ.2001.TZBD_02.JQ362424,0.2203,0.17: Bricault2019;0.17: Bricault2019_dataset2;0.17000: Doria-Rose2016;0.17: Pancera2013;0.211: Falkowska2012;0.211: Georgiev2013_dataset2;0.2182: Chuang2019;0.266: Chuang2013;0.266: Doria-Rose2012;0.266: Georgiev2013_dataset1;0.266: Huang2012a;0.266: McLellan2011;0.26645: Huang2016a_dataset1
756,UG021_16,,D,chronic,CXCR4,UGANDA,1992.0,U27399,"UG021.16, 92UG021",Yes,UG021,panel,D.UG.1992.UG021_16.U27399,100.0,>50: Chuang2013;>50: Chuang2019;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Sok2016;>53: Doria-Rose2012
757,UG024_2,,D,chronic,CXCR4,UGANDA,1992.0,U43386,"92UG024, UG024.2, 92UG024_D, 92UG024_2",Yes,UG024,panel,D.UG.1992.UG024_2.U43386,2.24162,0.029: Sok2016;1.861: Walker2011;1.91: Walker2009a;2.42: Bricault2019;2.42: Bricault2019_dataset2;2.42: Pancera2013;3.18: Chuang2019;3.23: Falkowska2012;3.23: Georgiev2013_dataset2;3.94: Chuang2013;3.94: Doria-Rose2012;3.94: Georgiev2013_dataset1;3.94: Huang2012a;3.94: Huang2016a_dataset1;3.94: McLellan2011
758,UG037_8,1,A1,chronic,CCR5,UGANDA,1992.0,U09127,"92UG037.8, 92UG037, UG037.8.SG3, UG037.8",Yes,UG037,panel,A1.UG.1992.UG037_8.U09127,0.018619,0.014: Bricault2019;0.014: Bricault2019_dataset2;0.01400: Doria-Rose2016;0.014: Pancera2010;0.014: Pancera2013;0.014: Walker2011;0.0175: Chuang2019;0.02: Doria-Rose2014;0.02: Falkowska2012;0.02: Georgiev2013_dataset2;0.02: Walker2009a;0.021: Chuang2013;0.021: Doria-Rose2012;0.021: Georgiev2013_dataset1;0.021: Huang2012a;0.021: Huang2016a_dataset1;0.021: McLellan2011;0.04: Kovacs2012
759,VA40774,,B,chronic,CXCR4,UNITED STATES,2016.0,MK499378,,Yes,VA40774 ,non-panel,B.US.2016.VA40774.MK499378,100.0,>50: Silver2019
760,VLGC_A1,,A1,chronic,,BELGIUM,,AY669698,VLGCA1,Yes,A1-VLGC,panel,A1.BE..VLGC_A1.AY669698,0.069498,0.069: Walker2011;0.07: Walker2009a
761,VLGC_B3,,B,<12mo,,BRAZIL,,AY669720,VLGCB3,Yes,B3-VLGC,panel,B.BR..VLGC_B3.AY669720,0.020976,0.02: Walker2009a;0.022: Walker2011
762,WEAU_D15_410,2,B,acute T/F,,UNITED STATES,1990.0,EU289202,"WEAU, WEAU_D15_410_5017, WEAU.d15.410.787, pWEAUd15.410.5017, WEAU_d15_410_5017, WEAU-d15.410.787, WEAU_D15_410_787, WEAU_d15_410_787",Yes,WEAU0575,panel,B.US.1990.WEAU_D15_410.EU289202,3.65704,2.85: Kong2015_dataset2;3.5: Landais2017_dataset1;3.7: Sok2014;3.702: Falkowska2014;3.85: Kong2015_dataset1;4.078: Bricault2019_dataset3;4.078: Hraber2014
763,WITO4160_33,2,B,acute,CCR5,UNITED STATES,2000.0,AY835451,"WITO.33, SVPB18, WITO_33, WITO4160.33, WITO, WITO4160 clone 33, WIT04160.33, pWITO4160, NIH-ARP-11033",Yes,WITO4160,panel,B.US.2000.WITO4160_33.AY835451,0.012843,0.005: Falkowska2012;0.005: Falkowska2014;0.005: Georgiev2013_dataset2;0.005: Pancera2010;0.005: Sok2014;0.006: Crooks2015;0.006: Kong2015_dataset1;0.0065: Chuang2019;0.007: Andrabi2015;0.007: Bricault2019;0.007: Bricault2019_dataset2;0.00700: Doria-Rose2016;0.007: Pancera2013;0.008: Kong2015_dataset2;0.01: Bricault2019_dataset3;0.01: Doria-Rose2014;0.01: Hraber2014;0.0189: Rusert2016;0.023: Georgiev2013_dataset1;0.023: Huang2012a;0.023: Huang2016a_dataset1;0.071: Landais2017_dataset2;2.2: Landais2017_dataset1;<.02: Voss2017;<0.023: Chuang2013;<0.023: Doria-Rose2012;<0.023: McLellan2011
764,X1193_C1,2,G,chronic,CCR5,SPAIN,2002.0,EU885761,"X1193.c1, X1193_c1, 1193_C1, X1193",Yes,X1193,panel,G.ES.2002.X1193_C1.EU885761,0.13686,0.105: Bricault2019_dataset3;0.105: Doria-Rose2012;0.105: Hraber2014;0.12: Bricault2019;0.12: Bricault2019_dataset2;0.12000: Doria-Rose2016;0.12: Landais2017_dataset1;0.12: Pancera2013;0.1235: Chuang2019;0.142: Kong2015_dataset1;0.168: Kong2015_dataset2;0.212: Falkowska2014;0.212: Sok2014;0.212: vanGils2016
765,X1254_C3,2,G,chronic,CCR5,SPAIN,2003.0,EU885762,"1254_C3, X1254.c3, X1254, X1254_c3",Yes,X1254,panel,G.ES.2003.X1254_C3.EU885762,0.08935,0.035: Bricault2019;0.035: Bricault2019_dataset2;0.03500: Doria-Rose2016;0.035: Pancera2013;0.04: Chuang2019;0.04: Kong2015_dataset1;0.047: Kong2015_dataset2;0.065: Bricault2019_dataset3;0.065: Doria-Rose2012;0.065: Hraber2014;0.132: Falkowska2014;0.132: Sok2014;0.132: vanGils2016;29: Landais2017_dataset1
766,X1632_S2_B10,2,G,chronic,CCR5,SPAIN,2004.0,FJ817370,"X1632, X1632.S2.B10, 1632_S2_B10",Yes,X1632,panel,G.ES.2004.X1632_S2_B10.FJ817370,0.11852,0.008: Lee2017;0.078: Kong2015_dataset1;0.087: Bricault2019;0.087: Bricault2019_dataset2;0.08700: Doria-Rose2016;0.087: Pancera2013;0.09: Kong2015_dataset2;0.107: Bricault2019_dataset3;0.107: Doria-Rose2012;0.107: Hraber2014;0.11: Decamp2014;0.11: Webb2015;0.112: Chuang2019;0.282: Falkowska2014;0.282: Sok2014;0.282: vanGils2016;1.5: Landais2017_dataset1
767,X2088_C9,2,G,chronic,CCR5,SPAIN,2006.0,EU885764,"2088_C9, X2088.c9, X2088_c9, X2088, X2088_9",Yes,X2088,panel,G.ES.2006.X2088_C9.EU885764,100.0,> 50: Sok2014;>100: Landais2017_dataset1;>10: vanGils2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Bricault2019_dataset3;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2014;>50: Hraber2014;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Rusert2016
768,X2131_C1_B5,2,G,,CCR5,SPAIN,2005.0,FJ817368,"2131_C1_B5, X2131.C1.B5, X2131",Yes,X2131,panel,G.ES.2005.X2131_C1_B5.FJ817368,0.10637,0.051: Kong2015_dataset1;0.084: Bricault2019_dataset3;0.084: Doria-Rose2012;0.118: Kong2015_dataset2;0.1285: Chuang2019;0.13: Landais2017_dataset1;0.152: Falkowska2014;0.152: Sok2014
769,X2278_C2_B6,2,B,<12mo,,SPAIN,2007.0,FJ817366,"X2278, X2278.C2.B6",Yes,X2278,panel,B.ES.2007.X2278_C2_B6.FJ817366,0.011642,0.009: Chuang2019;0.009: Kong2015_dataset1;0.011: Kong2015_dataset2;0.012: Webb2015;0.02: Decamp2014
770,XJ16_6,1,07_BC,chronic,CCR5,CHINA,,HQ326133,XJ16-6,Yes,,panel,07_BC.CN..XJ16_6.HQ326133,7.85,7.85: Nie2020
771,XJ179_47,3,07_BC,,,CHINA,,MN617368,XJ179.47,Yes,,panel,07_BC.CN..XJ179_47.MN617368,0.26,0.26: Nie2020
772,XJ180_16,3,07_BC,,,CHINA,,MN617369,XJ180.16,Yes,XJ180,panel,07_BC.CN..XJ180_16.MN617369,1.59,1.59: Nie2020
773,XJ180_29,1,07_BC,,CCR5,CHINA,,HQ326136,XJ180-29,Yes,XJ180,panel,07_BC.CN..XJ180_29.HQ326136,0.37,0.37: Nie2020
774,XJ47_5,1,07_BC,,CCR5,CHINA,,HQ326134,XJ47-5,Yes,,panel,07_BC.CN..XJ47_5.HQ326134,1.97,1.97: Nie2020
775,XJ50_6,2,07_BC,,CCR5,CHINA,,HQ326135,XJ50-6,Yes,,panel,07_BC.CN..XJ50_6.HQ326135,0.17,0.17: Nie2020
776,YBF16,,O,chronic,,CAMEROON,1994.0,AJ133063,,Yes,YBF16,panel,O.CM.1994.YBF16.AJ133063,20.0,>10: Braibant2013;>10: Morgand2015
777,YBF26,,O,chronic,,CAMEROON,1995.0,AJ133068,,Yes,YBF26,panel,O.CM.1995.YBF26.AJ133068,20.0,>10: Morgand2015
778,YBF30,,N,chronic,CCR5,CAMEROON,1995.0,AJ006022,,Yes,YBF30,panel,N.CM.1995.YBF30.AJ006022,0.28983,0.28: Braibant2013;0.3: Morgand2015
779,YBF32,,O,chronic,,CAMEROON,1996.0,AJ236417,,Yes,YBF032,panel,O.CM.1996.YBF32.AJ236417,1.6,1.6: Morgand2015
780,YBF35,,O,chronic,,CAMEROON,1996.0,AJ236418,,Yes,YBF35,panel,O.CM.1996.YBF35.AJ236418,20.0,>10: Braibant2013;>10: Morgand2015
781,YBF37,,O,chronic,,CAMEROON,1995.0,AJ133067,,Yes,YBF37,panel,O.CM.1995.YBF37.AJ133067,20.0,>10: Braibant2013;>10: Morgand2015
782,YBF38,,O,chronic,,CAMEROON,1995.0,AJ133070,,Yes,YBF038,panel,O.CM.1995.YBF38.AJ133070,20.0,>10: Braibant2013;>10: Morgand2015
783,YBF39,,O,chronic,,CAMEROON,1996.0,AJ236421,,Yes,YBF39,panel,O.CM.1996.YBF39.AJ236421,20.0,>10: Braibant2013;>10: Morgand2015
784,YN108R_4,3,07_BC,,CCR5,CHINA,,HQ326138,YN108r-4,Yes,,panel,07_BC.CN..YN108R_4.HQ326138,0.78,0.78: Nie2020
785,YN112R_8,3,07_BC,,,CHINA,,MN617365,YN112R.8,Yes,,panel,07_BC.CN..YN112R_8.MN617365,8.41,8.41: Nie2020
786,YN148R_9,3,07_BC,chronic,CCR5,CHINA,,HQ326139,YN148r-9,Yes,YN148,panel,07_BC.CN..YN148R_9.HQ326139,0.7,0.7: Nie2020
787,YN177_1,3,08_BC,,CCR5,CHINA,,HQ326140,YN177-1,Yes,,panel,08_BC.CN..YN177_1.HQ326140,1.45,1.45: Nie2020
788,YN189_52,2,08_BC,,,CHINA,,MN617363,YN189-52,Yes,,panel,08_BC.CN..YN189_52.MN617363,0.65,0.65: Nie2020
789,YN6_23,3,08_BC,,,CHINA,,MN617367,YN6.23,Yes,,panel,08_BC.CN..YN6_23.MN617367,0.47,0.47: Nie2020
790,YU2,2,B,chronic,CCR5,UNITED STATES,1986.0,M93258,"YU2.DG, YU2_WT, YU_2, YU-2, YU2_DG",Yes,YU,panel,B.US.1986.YU2.M93258,2.66937,1.73: Falkowska2012;1.73: Georgiev2013_dataset2;2: Crooks2015;2.08: Bricault2019;2.08: Bricault2019_dataset2;2.08000: Doria-Rose2016;2.08: Pancera2013;2.2: Landais2017_dataset2;2.885: Chuang2019;3.69: Chuang2013;3.69: Doria-Rose2012;3.69: Georgiev2013_dataset1;3.69: Huang2012a;3.69: Huang2016a_dataset1;3.69: McLellan2011;3.702: Gardner2015
791,ZA012_29,2,C,chronic,CCR5,SOUTH AFRICA,1997.0,EU855133,"97ZA012, ZA012.29, ZAO12.29, C97ZA012, ZA012",Yes,97ZA012,panel,C.ZA.1997.ZA012_29.EU855133,8.07459,0.17: Crooks2015;1.27: Walker2009a;3.4: Walker2011;4.59: Falkowska2012;4.59: Georgiev2013_dataset2;7.47: Bricault2019;7.47: Bricault2019_dataset2;7.47000: Doria-Rose2016;7.47: Pancera2013;8.2: Kovacs2012;17.235: Chuang2019;27: Chuang2013;27: Doria-Rose2012;27: Georgiev2013_dataset1;27: Huang2012a;27: Huang2016a_dataset1;27: McLellan2011
792,ZENV07_0504_15,2,B,,,SWITZERLAND,,KU600814,,Yes,ZPHI07,panel,B.CH..ZENV07_0504_15.KU600814,14,14: Rusert2016
793,ZENV16_1202_7,2,B,,,SWITZERLAND,,KU600818,,Yes,ZPHI16,panel,B.CH..ZENV16_1202_7.KU600818,0.183,0.183: Rusert2016
794,ZENV32_0111_5,2,01_AE,,,SWITZERLAND,,KU600816,,Yes,ZPHI32,panel,01_AE.CH..ZENV32_0111_5.KU600816,0.419,0.419: Rusert2016
795,ZENV91_0505_12,2,B,,,SWITZERLAND,,KU600815,,Yes,ZPHI91,panel,B.CH..ZENV91_0505_12.KU600815,10.6,10.6: Rusert2016
796,ZENV92_1008_8,2,01_AE,,,SWITZERLAND,,KU600817,,Yes,ZPHI92,panel,01_AE.CH..ZENV92_1008_8.KU600817,0.0473,0.0473: Rusert2016
797,ZM106_9,2,C,<3mo,,ZAMBIA,1998.0,AY424163,"ZM106.9, 106F9, ZM106F_PB9, ZM106F.PB9, ZM106, SVPC14",Yes,106F,panel,C.ZM.1998.ZM106_9.AY424163,0.57304,0.234: Georgiev2013_dataset2;0.29: Bricault2019_dataset1;0.29: Wagh2016;0.39: Crooks2015;0.492: Bricault2019;0.492: Bricault2019_dataset2;0.49200: Doria-Rose2016;0.5655: Chuang2019;0.639: Chuang2013;0.639: Doria-Rose2012;0.639: Georgiev2013_dataset1;0.639: Huang2012a;0.639: Huang2016a_dataset1;0.639: McLellan2011;0.837: Rusert2016;4.59: Falkowska2012
798,ZM109_4,1B or 2,C,<12mo,,ZAMBIA,2000.0,AY424138,"ZM109F, NIH-ARP-11314, ZM109F_PB4, ZM109.4, ZM109F.PB4, SVPC13, ZMN109.PB4, ZM109, ZMN109F.PB4",Yes,109F,panel,C.ZM.2000.ZM109_4.AY424138,0.21141,0.049: Andrabi2015;0.106: Chuang2013;0.106: Doria-Rose2012;0.106: Georgiev2013_dataset1;0.106: Huang2012a;0.106: Huang2016a_dataset1;0.106: McLellan2011;0.13: Chuang2019;0.13: Doria-Rose2014;0.154: Bricault2019;0.154: Bricault2019_dataset2;0.15400: Doria-Rose2016;0.154: Pancera2013;0.169: Kong2015_dataset1;0.235: Falkowska2012;0.235: Georgiev2013_dataset2;0.256: Bricault2019_dataset3;0.256: Hraber2014;0.37: Kong2015_dataset2;0.448: Falkowska2014;0.448: Sok2014;0.448: vanGils2016;0.79: Bricault2019_dataset1;0.79: Wagh2016;1.6: Landais2017_dataset1
799,ZM135_10A,2,C,chronic,,ZAMBIA,1998.0,AY424079,"ZM135M_PL10A, NIH-ARP-11315, ZM135M.PL10a, ZM135.10a, ZM135M.PL.10a, ZM135M, SVPC15, ZM135",Yes,135M,panel,C.ZM.1998.ZM135_10A.AY424079,20.559,20.559: Bricault2019_dataset3;20.559: Hraber2014;> 50: Sok2014;>100: Landais2017_dataset1;>100: Landais2017_dataset2;>10: Bricault2019_dataset1;>10: Wagh2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2014;>50: Doria-Rose2016;>50: Falkowska2012;>50: Falkowska2014;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>51: Doria-Rose2012
800,ZM176_66,,C,<12mo,,ZAMBIA,,,"ZM176.66, ZM176",Yes,,panel,C.ZM..ZM176_66.,0.0087125,0.007: Chuang2013;0.007: Doria-Rose2012;0.007: Georgiev2013_dataset1;0.007: Huang2012a;0.007: Huang2016a_dataset1;0.007: McLellan2011;0.0085: Chuang2019;0.01: Bricault2019;0.01: Bricault2019_dataset2;0.01000: Doria-Rose2016;0.01: Pancera2013;0.011: Falkowska2012;0.011: Georgiev2013_dataset2;0.012: Pancera2010
801,ZM197_7,1B or 2,C,<12mo,CCR5,ZAMBIA,2002.0,DQ388515,"ZM197M_PB7, ZM197M, ZM14654M.7, ZM197.7, SVPC6, ZM197M.PB7, ZM197, NIH-ARP-11309",Yes,ZM197M,panel,C.ZM.2002.ZM197_7.DQ388515,0.44052,0.287: Falkowska2012;0.287: Georgiev2013_dataset2;0.369: Bricault2019;0.369: Bricault2019_dataset2;0.36900: Doria-Rose2016;0.369: Pancera2013;0.37: Bricault2019_dataset1;0.37: Wagh2016;0.38: Landais2017_dataset1;0.39: Doria-Rose2014;0.3915: Chuang2019;0.414: Chuang2013;0.414: Doria-Rose2012;0.414: Georgiev2013_dataset1;0.414: Huang2012a;0.414: Huang2016a_dataset1;0.414: McLellan2011;0.426: Falkowska2014;0.426: Sok2014;0.604: Andrabi2015;0.724: Kong2015_dataset1;0.728: Kong2015_dataset2;0.899: Bricault2019_dataset3;0.899: Hraber2014
802,ZM214_15,2,C,<12mo,CCR5,ZAMBIA,2003.0,DQ388516,"ZM17086M.15, ZM214M_PL15, ZM214M, NIH-ARP-11310, SVPC7, ZM214.15, ZM214M.PL15, ZM214",Yes,ZM214M,panel,C.ZM.2003.ZM214_15.DQ388516,100.0,> 50: Sok2014;>100: Landais2017_dataset1;>100: Landais2017_dataset2;>10: Bricault2019_dataset1;>10: Wagh2016;>10: vanGils2016;>25: Kong2015_dataset1;>25: Kong2015_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Bricault2019_dataset3;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Doria-Rose2014;>50: Doria-Rose2016;>50: Falkowska2012;>50: Falkowska2014;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Hraber2014;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Rusert2016
