,PG9,10-1074,PGT121,b12,2G12,3BNC117,PGDM1400,2F5,VCR01,4E10
312,0.22,20.0,100.0,50.0,100.0,0.031,2.337,1.92,0.3259599999999999,9.72
313,0.21,40.0,100.0,0.5648,100.0,0.057,20.0,100.0,0.06,0.10575
314,0.10124,0.022197,100.0,50.0,2.9,0.041,0.0037469,100.0,2.26,1.91
315,0.033339,0.40577,100.0,50.0,100.0,0.80846,0.025131,100.0,100.0,2.46
316,0.010661,0.02,100.0,50.0,100.0,0.655,100.0,100.0,0.96093,0.53
317,0.080211,0.02,100.0,3.09,100.0,0.25673,100.0,100.0,0.6942699999999999,100.0
318,0.7,0.02,100.0,0.10215,100.0,0.092951,0.002,100.0,0.1477099999999999,100.0
319,6.0,0.02,40.0,0.076233,0.55,2.02,0.005,100.0,3.2,2.18386
320,1.21,0.02,8.893,0.47305,100.0,2.02,0.01,100.0,19.05,1.06363
321,2.12,0.02,3.415,1.08397,100.0,4.51,0.008,1.43,0.011,0.37901
322,0.68,0.0089644,5.129,3.38601,100.0,6.74,0.02,0.92886,50.0,0.5162
323,11.61,0.04,0.001,100.0,100.0,3.33,0.027589,0.34082,50.0,4.632
324,1.05,0.02,2.816,13.2963,7.22,4.21,100.0,20.0,0.05,3.652
325,3.26,0.02,100.0,3.59,48.12,0.031463,100.0,20.0,0.06,3.658
326,1.29,0.02,100.0,50.0,13.91,0.95,100.0,20.0,0.05,4.251
327,11.12,0.02,100.0,50.0,100.0,0.46,20.853,20.0,0.13,2.364
328,0.86,1.02,100.0,50.0,50.0,0.49,100.0,20.0,1.47,2.023
329,4.22,1.54,100.0,50.0,100.0,1.14,100.0,20.0,0.016786,7.33
330,0.59,0.02,100.0,50.0,100.0,0.87,43.949,3.81,50.0,10.53
331,8.1,0.99,100.0,0.98125,100.0,20.0,100.0,4.61,50.0,1.1
332,0.86,0.043,38.851,0.50949,100.0,20.0,100.0,0.25,0.17,2.86
333,3.19,100.0,100.0,50.0,100.0,20.0,1.245,100.0,3.32,23.64
334,0.6,0.011097,20.0,3.34792,100.0,20.0,1.126,100.0,0.3,7.25
335,7.18,0.01778,40.0,50.0,100.0,20.0,100.0,0.68,50.0,3.34
336,0.23,20.0,0.016314,15.91,100.0,20.0,0.016,3.92,0.2379099999999999,7.4
337,9.39,0.008,0.36152,12.21,50.0,20.0,100.0,2.81,2.1,5.46
338,20.0,0.0032908,0.02,13.23,100.0,0.37,100.0,0.82,0.29,4.78
339,0.030166,0.051,0.05,50.0,10.7453,20.0,0.0093557,3.22,1.98,4.13504
340,1.06,0.099,20.0,100.0,50.0,0.828,0.010961,4.30536,0.15,1.57577
341,0.01,40.0,1.26,100.0,50.0,48.1,100.0,1.87498,0.023986,1.98048
342,0.17,100.0,2.35,50.0,50.0,0.010164,0.003,2.92,0.5622199999999999,1.01124
343,0.43,0.027,2.48,50.0,9.24,0.016709,0.03541,0.136,0.069361,0.22249
344,0.06,40.0,0.010105,50.0,100.0,0.099334,0.011082,50.0,0.9,1.96
345,100.0,100.0,0.02,8.88,1.9,0.049,100.0,100.0,50.0,0.46648
346,0.0535,40.0,0.06,50.0,100.0,0.068604,0.05,50.0,1.06385,1.4
347,0.035497,0.354,0.55,50.0,100.0,2.768,0.046,100.0,0.82924,1.15897
348,0.045,0.65034,0.75,80.0,3.27,0.038,0.06,50.0,0.2258099999999999,0.37417
349,0.023324,0.032792,1.43,100.0,1.37,0.444,0.048,50.0,20.0,2.14877
350,40.0,0.0045176,0.86,50.0,50.0,0.17,0.036,50.0,2.21133,0.92
351,40.0,0.0043737,0.02,60.0,0.77,0.056931,0.089,100.0,20.0,4.36503
352,0.21,1.29,0.05,100.0,50.0,0.015,0.071,50.0,0.028189,0.29189
353,0.28,0.003,0.83,17.3205,100.0,40.0,0.095,50.0,1.6650900000000002,0.14
354,6.0,0.032,40.0,100.0,0.69551,100.0,0.072,50.0,100.0,0.66
355,0.78,0.093,50.0,100.0,0.71641,0.02,0.113,50.0,100.0,0.32757
356,7.94,100.0,13.1221,0.01,0.43566,40.0,0.07,50.0,100.0,1.29
357,0.18,100.0,0.10819,3.08,100.0,0.18719,0.069,100.0,0.118,1.58
358,6.16,0.0030374,20.0,100.0,17.86,7.42943,0.071,100.0,20.0,0.82
359,0.76,100.0,0.007,7.34,100.0,80.0,0.02655,100.0,0.16795,0.09
360,1.72,100.0,0.049106,7.14,16.79,0.07324,20.0,100.0,0.05,3.03
361,2.0,100.0,0.030027,9.27,50.0,0.78,20.0,100.0,0.3101,20.0
362,1.67,100.0,0.020966,6.22,50.0,2.4,20.0,20.0,0.09,20.0
363,5.48,100.0,40.0,0.15,50.0,1.75,1.527,20.0,0.18744,20.0
364,0.1147,100.0,50.0,2.36,50.0,0.031,4.829,20.0,0.32331,6.1985
365,7.0,100.0,50.0,100.0,100.0,0.079,0.456,50.0,0.04952,9.75
366,0.1056,100.0,0.031698,100.0,50.0,0.097,0.43,50.0,0.1,17.11
367,1.73147,100.0,40.0,100.0,50.0,0.044,0.193,50.0,0.23,5.78
368,0.28081,100.0,1.0623,50.0,50.0,0.043,0.262,50.0,0.11,7.52
369,0.46182,100.0,1.4102,50.0,50.0,50.0,0.276,50.0,0.5351,0.82614
370,0.1088,100.0,0.33097,50.0,50.0,6.89,0.204,50.0,20.0,2.26124
371,0.079,40.0,16.6447,50.0,50.0,50.0,0.258,1.26227,0.8665700000000001,1.74
372,0.19839,0.078,0.015978,50.0,50.0,50.0,1.727,1.47,0.25043,1.01414
373,0.55568,0.869,0.0020027,50.0,100.0,50.0,4.211,0.46,0.82,1.0793
374,0.2911,0.27535,0.0033641,50.0,12.1876,50.0,1.202,0.249,4.0,1.68
375,2.37,0.42402,50.0,50.0,50.0,0.79,0.241,100.0,0.16,1.13
376,40.0,0.017,50.0,50.0,100.0,0.002,0.343,0.89,1.03,0.14
377,0.2,40.0,2.3,50.0,100.0,50.0,9.41,0.01,2.26,4.87
378,40.0,21.72,0.003,50.0,50.0,50.0,0.654,0.38,0.71718,2.84
379,100.0,100.0,0.01,50.0,50.0,0.025,3.344,2.38,20.0,0.15
380,100.0,0.0049492,0.017,50.0,50.0,0.019,2.362,29.37,20.0,1.96
381,0.017507,0.002,100.0,50.0,50.0,0.009,5.991,100.0,20.0,0.64
382,0.020581,0.004,100.0,50.0,50.0,0.022,7.378,100.0,0.15131,1.4
383,0.0032578,0.022,50.0,50.0,50.0,0.039,0.0052807,100.0,0.24,0.43
384,0.029376,0.02,50.0,50.0,100.0,0.013,100.0,0.24,0.24,0.56
385,0.035038,0.01,0.0019638,50.0,0.507,0.026,100.0,1.09,30.1985,11.12
386,0.024251,0.03,100.0,50.0,50.0,0.044,20.0,5.24,20.0,1.93
387,20.0,0.04,100.0,50.0,0.79,0.049,0.857,24.76,1.62,1.58
388,20.0,0.004,100.0,50.0,1.6674,0.184,0.003942,5.24,0.26153,1.68105
389,0.57,0.006,100.0,50.0,100.0,0.023,0.0040432,50.0,0.28,3.27
390,20.0,0.014,100.0,50.0,100.0,0.023,0.089,0.67,1.07,50.0
391,20.0,0.008,100.0,50.0,100.0,0.07,100.0,50.0,0.037,12.5
392,9.851,0.01,100.0,50.0,100.0,4.418,100.0,9.4,0.64995,2.8
393,0.04,0.002,100.0,50.0,100.0,0.226,18.532,2.3,100.0,0.3
394,20.0,20.0,100.0,100.0,100.0,0.47524,40.403,0.4,0.505,0.23554
395,0.01,20.0,100.0,100.0,100.0,0.19147,0.407,0.11,50.0,0.42533
396,0.1,0.053247,100.0,4.16,100.0,0.17,6.014,0.81,1.7,3.3
397,8.37,0.15119,100.0,100.0,100.0,0.15,4.053,50.0,0.45901,0.16124
398,0.11,0.023,40.0,4.79223,0.54,0.021,5.668,0.32,0.1308099999999999,2.3
399,0.12,0.013,0.04549,6.2,100.0,0.032,4.67,2.8,0.2102699999999999,11.5
400,0.086535,0.027,40.0,2.5,100.0,0.0083236,6.004,50.0,0.037,4.64564
401,0.10947,0.025,2.04299,0.15022,100.0,0.13376,1.952,3.0,0.28684,0.4
402,0.22,0.016,0.076543,0.044479,100.0,0.022325,3.35,0.3,0.14,7.9
403,0.02,0.019,0.023341,1.57125,50.0,0.013,3.491,6.2,0.25376,1.6
404,0.28,0.013,40.0,50.0,2.21,0.042,1.479,0.96,0.327,0.28957
405,2.19,0.025,20.0,50.0,14.89,0.028,1.548,0.17,0.4972399999999999,2.3
406,20.0,0.032,26.9177,9.3,50.0,0.021,0.0063693,1.9,1.159,7.3
407,0.02,100.0,0.0027369,13.0,50.0,0.013,20.0,50.0,0.5760000000000001,0.68545
408,0.070241,100.0,0.001,0.02,50.0,0.019,0.0047321,2.76,0.469,1.1
409,0.056391,100.0,0.001,100.0,50.0,0.012,0.15135,8.8,3.45,1.5
410,5.71,100.0,0.004,50.0,50.0,0.016,0.01,6.7,1.04,10.3
411,0.02,0.277,0.004,50.0,50.0,0.017,0.001,50.0,12.687,3.6
412,0.17,100.0,0.001,100.0,50.0,0.022,0.013658,3.6,0.098285,3.7
413,20.0,100.0,0.004,100.0,50.0,0.023,0.006,3.8,0.053,0.07
414,0.54,100.0,0.009,100.0,50.0,0.013,0.002,0.06,1.57,8.55
415,0.72,100.0,0.001,100.0,50.0,40.0,0.0036055,4.88,1.32,4.67
416,20.0,100.0,0.003,100.0,50.0,30.0,0.015,0.54,0.243,3.68
417,0.06,100.0,0.006,80.0,20.3,0.054552,0.001,2.63,9.197,7.35
418,0.01,40.0,0.003,3.11,50.0,0.27096,0.01,3.02,1.23,2.84574
419,0.04,0.011671,0.003,7.42,50.0,0.036588,0.115,0.53487,0.0969999999999999,13.0
420,0.04,1.00594,0.002,100.0,50.0,0.399,0.1889,50.0,0.226,3.4
421,0.02,0.007021,20.0,15.7,50.0,0.055,0.003,50.0,0.499,1.20842
422,0.02,0.0082483,2.73355,100.0,2.1713,2.552,0.077,0.67495,0.2308599999999999,0.57447
423,0.01,20.0,0.053413,100.0,50.0,0.482,0.988,1.1,0.33,0.58592
424,2.98,20.0,0.11297,100.0,0.9,0.82,25.503,2.73434,5.24,0.83
425,20.0,0.007,0.014,100.0,50.0,1.678,0.005,0.51,0.67288,0.52766
426,2.19,0.19844,0.013,19.5774,50.0,0.206,0.005,0.11784,0.602,2.89955
427,0.02,0.0061113,0.029,31.6,50.0,0.162,0.67478,1.03521,0.655,2.4
428,20.0,0.023,0.025,100.0,50.0,1.278,0.12,100.0,0.346,0.13097
429,20.0,0.001,0.014,100.0,100.0,0.972,0.12,0.12219,0.64594,3.848
430,0.04,0.001,0.073,100.0,100.0,1.037,0.059,3.81637,0.937,0.47
431,0.23,0.01,0.014,100.0,7.69,0.433,0.04,100.0,20.0,13.92
432,20.0,0.003,0.016,100.0,100.0,0.277,0.073,100.0,4.15577,9.74
433,0.001,0.006,0.074,100.0,6.77381,1.11,0.044,100.0,0.14009,2.38
434,0.36,0.002,100.0,100.0,50.0,0.337,0.037,100.0,0.733,4.04
435,20.0,0.009,100.0,100.0,50.0,0.365,0.021,100.0,1.51779,5.26334
436,1.35,100.0,100.0,100.0,2.81047,0.342,0.032,8.49647,0.4099399999999999,2.86
437,0.07,100.0,100.0,27.01,100.0,0.229,0.021,100.0,0.12,10.99
438,20.0,100.0,100.0,100.0,5.66965,0.526,0.369,100.0,0.01,2.1
439,0.0051754,100.0,100.0,100.0,50.0,0.645,0.001,100.0,0.657,2.6
440,7.83,100.0,100.0,32.37,50.0,40.0,21.014,100.0,0.477,3.8
441,100.0,0.0084042,100.0,100.0,4.8,0.16688,23.679,100.0,1.812,6.9
442,20.0,0.0018882,100.0,100.0,50.0,40.0,100.0,100.0,0.28,0.61408
443,0.016128,1.1303,100.0,2.13,50.0,0.01,24.326,50.0,20.0,2.13851
444,0.05,0.017999,100.0,100.0,100.0,0.37963,18.0,100.0,1.77771,1.94121
445,20.0,40.0,40.0,100.0,16.1,40.0,21.019,100.0,0.066494,2.4
446,0.13243,0.031,0.018438,100.0,100.0,100.0,23.668,100.0,0.92,7.1
447,1.03,20.0,40.0,100.0,9.47,40.0,10.441,100.0,31.13,5.8
448,20.0,40.0,0.0033085,100.0,100.0,0.013,21.672,100.0,0.01,2.2
449,0.076922,0.0078501,0.002741,14.37,100.0,40.0,22.979,100.0,0.17,15.99
450,0.009192,0.0061058,20.0,7.2,100.0,0.049783,30.49,100.0,0.082567,6.53
451,100.0,40.0,20.0,100.0,100.0,2.325,30.629,100.0,0.038839,1.72328
452,0.05,40.0,0.003,100.0,100.0,0.003,0.009,100.0,0.29059,1.29718
453,0.053592,40.0,32.075,100.0,100.0,0.006,200.0,100.0,0.08134,8.18
454,2.6,0.238,0.01802,100.0,100.0,0.304,0.0075965,100.0,40.0,31.01
455,1.56496,0.10119,0.023,100.0,100.0,0.954,0.001,100.0,1.2,16.41
456,132.0,40.0,0.001,100.0,100.0,0.495,3.269,100.0,1.86,6.2
457,132.0,40.0,0.001,30.89,100.0,0.106,0.123,100.0,1.22,5.73
458,3.54,40.0,0.005,100.0,100.0,100.0,0.104,100.0,1.08,5.8
459,0.006,0.048,0.001,100.0,100.0,0.064,0.089,100.0,2.53,4.29
460,0.054,0.033,0.001,100.0,100.0,0.144,0.212,100.0,0.18,4.28
461,0.0070367,0.033,0.001,100.0,100.0,0.016,0.159,100.0,0.44,45.5
462,0.40817,0.012345,0.001,100.0,100.0,0.014,0.096,100.0,40.0,6.65
463,0.0058909,0.023,100.0,100.0,100.0,0.107,0.07,100.0,0.62,4.41
464,0.69,0.023,100.0,0.45087,100.0,0.15181,0.118,100.0,1.42,100.0
465,0.15196,0.023,100.0,100.0,100.0,0.035824,0.155,100.0,40.0,24.03
466,0.02,0.023,42.749,6.04,100.0,0.2543,4.433,100.0,40.0,1.83
467,0.7,0.023,100.0,100.0,100.0,0.12697,4.21,100.0,0.79,5.11
468,0.004,100.0,0.017461,50.0,100.0,0.072,100.0,100.0,1.16,40.42
469,7.69,100.0,0.002242,100.0,100.0,0.041,40.565,100.0,1.96,26.64
470,0.23334,100.0,0.11996,100.0,100.0,0.33081,100.0,27.13,40.0,3.66
471,100.0,100.0,0.050738,1.60997,100.0,0.287,100.0,100.0,1.06,16.86
472,100.0,100.0,0.20647,50.0,100.0,0.3066,100.0,100.0,20.0,10.16
473,0.010724,0.006,0.0031748,14.8,100.0,0.041789,100.0,100.0,20.0,1.19
474,0.13106,0.002,20.0,50.0,100.0,0.331,100.0,100.0,20.0,1.01
475,0.016839,100.0,40.0,50.0,100.0,33.93,100.0,100.0,0.065846,0.38
476,0.052741,100.0,0.0075334,9.7589,100.0,0.04,100.0,100.0,1.5,4.85
477,0.056119,100.0,0.0028449,11.53,100.0,0.226,100.0,100.0,0.01,1.6
478,0.071723,100.0,40.0,100.0,100.0,0.506,100.0,100.0,0.08,100.0
479,100.0,100.0,50.0,6.64935,100.0,0.076255,0.048,100.0,0.15,27.85
480,14.4948,100.0,40.0,3.71,100.0,1.582,1.814,100.0,50.0,18.15
481,100.0,100.0,10.731,0.60443,100.0,40.0,0.17,100.0,0.46836,1.59
482,1.06671,100.0,0.47856,1.46,100.0,0.05,0.04,50.0,0.1,2.22238
483,0.012791,100.0,0.03561,4.49,100.0,0.024,0.044,100.0,0.064299,4.5
484,0.027633,100.0,40.0,26.051,100.0,18.871,0.257,100.0,0.085247,0.305
485,0.1094,100.0,40.0,100.0,100.0,18.871,1.484,100.0,0.25,6.0
486,0.1691,100.0,40.0,50.0,100.0,5.67191,0.09,50.0,0.14272,2.36
487,100.0,0.032,0.026577,0.55,100.0,0.023,0.028,100.0,3.79,0.7
488,100.0,0.0031374,0.025298,50.0,100.0,0.033,0.072,29.4,0.72,2.2
489,0.025716,20.0,0.016,10.8,100.0,0.023,0.015449,47.61,0.12,2.39599
490,0.086729,0.0094644,0.019183,100.0,100.0,0.023,200.0,50.0,0.05,19.3875
491,1.33723,0.524,0.023,50.0,100.0,0.023,0.0047155,50.0,0.8,0.58544
492,0.83638,0.004,0.023,26.3942,100.0,0.019,0.014939,50.0,2.27,0.55606
493,50.0,0.003,0.023,50.0,100.0,0.013,5.22e-05,50.0,40.0,3.21051
494,50.0,0.003,0.023,50.0,100.0,0.018,0.519,18.0614,1.46,14.4
495,50.0,0.003,0.023,50.0,100.0,0.019,0.567,15.77,3.49,50.0
496,0.08,0.003,100.0,2.02836,100.0,0.009,0.602,100.0,0.17,4.6
497,0.02,0.058,100.0,8.2,100.0,4.086,0.073,50.0,0.81,2.16175
498,2.97,0.05,100.0,0.04,0.2,0.53,0.417,34.78,0.3,17.98
499,1.93,0.002,100.0,50.0,40.0,0.026,0.173,50.0,0.22,3.23384
500,1.02,0.003,100.0,50.0,40.0,0.087,0.271,13.19,0.07,13.27
501,0.51,0.078,0.012515,50.0,40.0,0.062,0.216,4.43,3.77,132.0
502,50.0,100.0,50.0,50.0,40.0,0.172,1.683,50.0,0.32,0.4
503,50.0,0.077,0.001,50.0,40.0,0.145,1.432,100.0,1.5,42.63
504,50.0,100.0,100.0,29.32,40.0,0.081,0.837,50.0,40.0,5.77457
505,50.0,0.053,100.0,100.0,40.0,0.049,0.981,132.0,0.14637,132.0
506,12.45,0.026,44.077,100.0,40.0,0.042,1.072,50.0,2.0465,0.7
507,50.0,0.017,100.0,1.12428,0.21,0.178,6.452,50.0,0.6890000000000001,0.1
508,0.002,0.025,100.0,100.0,40.0,0.048,3.254,50.0,0.1907,1.5
509,3.06,0.006,100.0,8.88101,0.62,0.033,1.904,50.0,1.7232,0.4
510,0.04,100.0,100.0,7.80359,0.89,0.063,1.173,50.0,7.077999999999999,1.8
511,0.53,100.0,100.0,6.05182,0.47,0.048,3.942,50.0,0.365,0.30823
512,0.08,0.021,100.0,100.0,0.67,0.2,1.473,50.0,0.1739099999999999,2.36555
513,0.12,0.094,100.0,23.2,0.67,0.58,3.938,50.0,7.0,2.9
514,0.09,0.075,100.0,42.3,0.77,0.019,100.0,100.0,7.0,0.37
515,20.0,0.017,100.0,0.45,2.04,0.11175,100.0,50.0,1.21125,2.67726
516,20.0,0.062,50.0,5.26684,3.37,40.0,100.0,100.0,2.0815,18.2
517,0.02,0.073,50.0,100.0,0.34,0.066212,100.0,48.8,7.0,1.9618
518,0.37,0.001,0.013,4.93017,0.71,0.135,100.0,0.88,0.3645,3.18151
519,0.35,0.002,0.01398,100.0,40.0,0.01,100.0,0.2,1.1605,1.2
520,0.10755,0.001,20.0,100.0,5.42,0.002,100.0,6.51,8.036589999999999,11.72
521,0.067615,0.001,0.0026321,5.78387,0.58,0.003,1.212,2.8,2.8457,1.28107
522,0.016012,0.001,0.845,23.9154,0.91,0.005,1.202,2.1,0.1738,2.6
523,0.034927,0.002,23.7706,100.0,0.46,0.006,6.447,0.6,0.20873,0.72
524,0.25738,0.002,0.010665,0.65137,2.37,0.008,2.46,1.28128,0.1606,0.41489
525,0.4019,0.001,0.0019104,24.63,0.5,0.006,2.487,36.4,0.494,36.9
526,1.96,0.002,0.003,100.0,100.0,0.006,3.876,5.0507,0.2595699999999999,1.06298
527,50.0,100.0,1.739,100.0,50.0,0.005,0.644,6.91785,0.9298,3.21331
528,50.0,0.72042,0.001879,100.0,100.0,0.027,3.777,100.0,0.44,3.61036
529,50.0,0.0013094,0.008,16.7549,6.5,100.0,8.175,100.0,0.49,9.5
530,50.0,0.0015651,100.0,100.0,50.0,0.029,2.003,100.0,0.06,4.16442
531,50.0,0.132,0.014,100.0,50.0,100.0,2.605,17.2,0.05,32.9
532,50.0,0.205,20.0,50.0,50.0,0.023,0.266,100.0,100.0,1.22146
533,50.0,0.149,100.0,100.0,0.59,0.016,0.043,100.0,1.62015,1.14952
534,50.0,0.067,18.2947,19.3991,50.0,0.02,0.33,100.0,0.017611,4.04238
535,50.0,0.156,100.0,100.0,50.0,0.009,0.29,100.0,0.32011,28.4
536,50.0,100.0,0.212,40.0854,50.0,0.007,1.553,13.0,1.87531,13.6
537,50.0,100.0,100.0,100.0,100.0,0.06,0.021,7.24435,0.2003,3.26215
538,50.0,100.0,100.0,100.0,50.0,0.056,0.12419,100.0,0.082777,4.07714
539,50.0,100.0,0.064,3.6,50.0,0.008,100.0,100.0,0.12871,4.29294
540,50.0,0.019,100.0,100.0,0.067883,0.014,0.040439,1.84147,20.0,0.17053
541,50.0,0.026,100.0,1.735,132.0,0.035,0.013411,100.0,1.33,0.0069602
542,50.0,0.028,100.0,50.0,0.73,0.009,0.002,8.32082,0.16,3.89927
543,50.0,0.019,100.0,0.5,50.0,0.009,0.040065,100.0,0.18,2.19627
544,50.0,0.081,100.0,0.02,5.41,0.011,0.049057,100.0,1.43,0.20418
545,3.5967,0.03,100.0,0.04,50.0,0.304,0.005,1.43955,1.08221,1.39642
546,50.0,0.016,100.0,50.0,132.0,0.125,0.002,1.06331,0.15,0.27553
547,1.415,0.016,100.0,50.0,50.0,0.234,0.004,1.40362,20.0,0.40394
548,2.479,100.0,100.0,50.0,50.0,0.386,0.001,100.0,0.05,1.25538
549,3.041,100.0,100.0,50.0,50.0,0.255,4.254,0.032145,0.15,0.031391
550,16.123,0.057,100.0,50.0,50.0,0.421,5.031,0.058,0.18,9.9
551,0.519,100.0,100.0,50.0,0.6,0.073,0.001,5.1,0.48,1.4
552,0.875,0.005,100.0,50.0,50.0,0.516,100.0,1.1,10.0,0.31011
553,1.664,0.013,100.0,50.0,50.0,0.348,0.098912,1.29914,20.0,1.81762
554,0.8,0.018,0.0042172,50.0,50.0,0.219,0.042119,4.95609,100.0,4.3
555,1.091,0.014,0.013,50.0,2.88,0.15712,0.0014049,3.3,20.0,50.0
556,1.775,0.011,100.0,50.0,50.0,100.0,0.0061278,50.0,0.05,4.79
557,0.9,100.0,0.007,50.0,100.0,0.02524,0.0056566,50.0,0.36,2.8
558,1.65,100.0,100.0,50.0,50.0,0.43,100.0,50.0,1.26,50.0
559,0.878,100.0,100.0,50.0,50.0,0.04,0.0145,50.0,1.17,50.0
560,2.544,100.0,0.019,50.0,50.0,0.097,0.0034893,50.0,20.0,1.17
561,3.07,100.0,0.016,100.0,50.0,0.035,0.003,50.0,0.68805,50.0
562,1.797,100.0,0.029,100.0,50.0,0.007,0.0027375,50.0,0.8066,0.02
563,1.069,100.0,2.05254,100.0,100.0,0.057,0.0022679,50.0,0.45,0.02
564,1.342,100.0,0.004,100.0,0.11861,42.305,0.23329,50.0,0.07,50.0
565,0.988,100.0,0.004,100.0,0.9,0.04,0.85743,50.0,20.0,50.0
566,20.0,100.0,0.0060646,100.0,100.0,0.06,0.19287,50.0,0.11,50.0
567,0.51,100.0,0.3,100.0,100.0,0.046,0.048705,50.0,1.98,50.0
568,1.52,100.0,0.01,100.0,100.0,0.06,0.040058,50.0,0.58,50.0
569,9.34,100.0,0.009,23.4,100.0,0.053,100.0,50.0,0.51,5.57
570,2.16,100.0,0.030726,100.0,100.0,0.033,100.0,50.0,3.96,0.69714
571,5.09,100.0,0.162,100.0,100.0,0.052,0.003274,100.0,0.04,5.53
572,1.22,100.0,1.35131,0.812,100.0,0.009,0.0081958,100.0,0.34,17.61
573,4.58,100.0,0.020989,0.54147,100.0,0.013,0.00061478,100.0,0.29,7.07
574,2.23,100.0,0.011281,4.48553,100.0,0.015,0.0067771,100.0,20.0,5.66
575,0.81,100.0,100.0,0.92698,100.0,0.01,0.0056176,100.0,0.66,4.7
576,8.83,0.0031911,0.027728,0.62404,100.0,0.027,0.00262,100.0,20.0,15.4
577,3.21,0.962,0.0066503,0.31581,100.0,0.062,100.0,22.73,20.0,7.87
578,1.63,0.020166,0.251,0.088,100.0,0.042,100.0,100.0,1.59,8.62
579,1.22,0.0029474,0.066,0.123,100.0,0.058,100.0,100.0,0.39,8.6
580,8.35,19.533,0.018,0.035,31.1473,0.005,0.095,100.0,0.56,7.07
581,2.64,0.023729,17.366,0.005,100.0,0.013,35.636,100.0,0.4,2.43
582,6.96,0.0050612,3.26119,0.15,100.0,0.018,20.0,100.0,0.23,1.17
583,2.07,3.654,0.12,0.04,100.0,0.016,0.006,50.0,0.04,0.09984
584,0.65,4.526,0.02,0.083,100.0,0.011,100.0,100.0,0.34,0.2488
585,1.77,3.256,0.01,0.06,20.0,0.034,100.0,100.0,5.46,1.58481
586,3.06,3.065,0.04,0.051,100.0,0.043,2.674,50.0,0.24,0.11482
587,0.97,2.451,0.01,0.063,100.0,0.094,100.0,50.0,2.12,0.12784
588,3.69,4.125,0.0058511,0.082,100.0,0.053,0.2,50.0,20.0,1.12862
589,3.19,40.0,0.012271,0.045,100.0,0.042,0.009,19.91,3.09,50.0
590,5.86,0.034,0.0025209,0.057,100.0,0.064,0.0080434,2.224,20.0,17.3799
591,5.25,0.0048164,50.0,0.056,100.0,0.105,0.034,1.571,20.0,13.9435
592,1.92,0.0088913,0.05,0.087,100.0,0.074,100.0,1.117,5.84895,23.1582
593,4.5,0.0046417,0.07,0.116,50.0,0.129,0.135,0.396,20.0,2.627
594,0.93,100.0,0.06,0.041,8.3,0.164,0.022,1.25,1.94,0.5471
595,0.9,20.0,0.12,0.102,50.0,0.045,0.544,0.21,0.25,2.6453
596,5.43,20.0,0.09,0.201,50.0,0.026,0.041,1.127,0.8449200000000001,50.0
597,0.8,20.0,0.1,100.0,50.0,0.158,4.84424,0.426,0.52,12.2846
598,0.29,20.0,0.08,100.0,50.0,0.21,0.0066072,1.265,0.48,50.0
599,3.52,100.0,0.13,100.0,50.0,0.046,2.005,1.505,0.17459,11.5505
600,0.025454,100.0,40.0,100.0,50.0,0.031,0.004,1.072,20.0,15.1361
601,1.07,0.007,0.13,100.0,50.0,0.095,0.292,0.781,0.57053,22.4744
602,0.27,0.00342,0.01,100.0,50.0,0.1,100.0,0.635,20.0,16.9443
603,0.75,0.012211,0.06,100.0,50.0,0.517,0.059,0.763,2.39921,3.4162
604,40.0,0.168,0.03,100.0,50.0,3.349,0.947,1.339,0.4792,11.2629
605,0.98,7.0,0.06,100.0,50.0,0.39415,100.0,1.836,0.18,50.0
606,5.78,20.0,40.0,7.01,50.0,40.0,0.005,0.4,0.3351099999999999,2.8472
607,40.0,20.0,0.06,100.0,50.0,0.55159,0.043,1.429,20.0,50.0
608,6.87,20.0,0.09,100.0,50.0,0.030897,0.001,1.097,50.0,9.4933
609,0.28427,0.0928,0.04,5.78,50.0,0.046,4.524,100.0,0.43021,4.1
610,1.08,0.017,20.0,2.27,100.0,6.91729,0.001,5.46,0.49749,44.64
611,40.0,20.0,20.0,100.0,100.0,0.079657,0.293,2.18,20.0,2.986
612,0.79279,20.0,20.0,100.0,100.0,1.259,0.035,3.41,10.2447,1.776
613,0.0025102,0.0457,20.0,100.0,100.0,1.026,0.007,3.65,0.23,0.999
614,200.0,4.83791,50.0,100.0,21.08,1.625,2.716,0.97,7.0,0.477
615,0.012492,0.021698,0.0485,100.0,100.0,0.985,41.187,5.11,2.1180000000000003,1.544
616,0.0033224,15.1,0.033827,15.35,100.0,2.056,0.002,25.0,3.9,0.585
617,0.48,0.0021513,1.245,4.04,100.0,3.624,100.0,5.31,0.26042,1.579
618,0.25529,20.0,0.0104,3.12,100.0,0.093,100.0,100.0,2.7,0.353
619,0.74,20.0,0.008161,100.0,100.0,40.0,0.102,5.13,0.083107,2.327
620,0.14,20.0,40.0,100.0,100.0,0.01266,0.003,2.75,0.75184,2.01
621,10.0,20.0,0.01,5.15,0.67025,0.0063956,100.0,100.0,4.5620400000000005,1.302
622,10.0,0.013,40.0,100.0,0.18,3.52225,0.001,100.0,0.5241899999999999,0.934
623,10.0,0.004,0.19,100.0,0.3,0.04484,19.51,1.04,0.14,0.694
624,10.0,0.001,0.02,100.0,0.17,20.0,9.914,3.02,0.027144,0.895
625,20.0,0.086,0.04,100.0,0.2,20.0,2.162,10.95,0.26,1.397
